"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","NUMYUPD","NUMYUPD_","TOTYUPDX","TOTY_PDX","TOTYUPDY","TOTY_PDY"
"20124",2605614,38,2,"1",.,"A",6,"E","110","D"
"20124",2605662,50,0,"1",2,"D",.,"H",,"A"
"20124",2605662,50,1,"1",.,"A",39,"E","100","D"
"20124",2605662,50,2,"1",.,"A",32,"E","110","D"
"20124",2605662,50,3,"1",.,"A",40,"E","120","D"
"20124",2605662,50,4,"1",.,"A",2,"E","140","D"
"20124",2605662,50,5,"1",.,"A",138,"E","150","D"
"20124",2605662,50,6,"1",.,"A",49,"E","190","D"
"20124",2606312,46,0,"1",5,"D",.,"H",,"A"
"20124",2606312,46,1,"1",.,"A",96,"E","100","D"
"20124",2606312,46,2,"1",.,"A",45,"E","110","D"
"20124",2606312,46,3,"1",.,"A",70,"E","120","D"
"20124",2606312,46,4,"1",.,"A",5,"E","140","D"
"20124",2606312,46,5,"1",.,"A",566,"E","150","D"
"20124",2606312,46,6,"1",.,"A",13,"E","160","D"
"20124",2606312,46,7,"1",.,"A",54,"E","170","D"
"20124",2606312,46,8,"1",.,"A",51,"E","190","D"
"20124",2608235,28,0,"1",2,"D",.,"H",,"A"
"20124",2608235,28,1,"1",.,"A",19,"E","100","D"
"20124",2608235,28,2,"1",.,"A",9,"E","110","D"
"20124",2608235,28,3,"1",.,"A",9,"E","120","D"
"20124",2608235,28,4,"1",.,"A",7,"E","140","D"
"20124",2608235,28,5,"1",.,"A",107,"E","150","D"
"20124",2608235,28,6,"1",.,"A",42,"E","200","D"
"20124",2608235,28,7,"1",.,"A",22,"E","210","D"
"20124",2609152,63,0,"1",1,"D",.,"H",,"A"
"20124",2609152,63,1,"1",.,"A",127,"E","100","D"
"20124",2609152,63,2,"1",.,"A",57,"E","110","D"
"20124",2609152,63,3,"1",.,"A",144,"E","200","D"
"20124",2609152,63,4,"1",.,"A",72,"E","210","D"
"20124",2610132,71,0,"1",1,"D",.,"H",,"A"
"20124",2610132,71,1,"1",.,"A",10,"E","100","D"
"20124",2610132,71,2,"1",.,"A",2,"E","110","D"
"20124",2610132,71,3,"1",.,"A",9,"E","120","D"
"20124",2610132,71,4,"1",.,"A",1,"E","140","D"
"20124",2610132,71,5,"1",.,"A",37,"E","150","D"
"20124",2610132,71,6,"1",.,"A",40,"E","160","D"
"20124",2610132,71,7,"1",.,"A",6,"E","170","D"
"20124",2610242,33,0,"1",1,"D",.,"H",,"A"
"20124",2610242,33,1,"1",.,"A",68,"E","100","D"
"20124",2610242,33,2,"1",.,"A",32,"E","110","D"
"20124",2611274,20,0,"1",1,"D",.,"H",,"A"
"20124",2611274,20,1,"1",.,"A",2,"E","100","D"
"20124",2611274,20,2,"1",.,"A",1,"E","110","D"
"20124",2611302,48,0,"1",4,"D",.,"H",,"A"
"20124",2611302,48,1,"1",.,"A",118,"E","100","D"
"20124",2611302,48,2,"1",.,"A",42,"E","110","D"
"20124",2611422,46,0,"1",1,"D",.,"H",,"A"
"20124",2611422,46,1,"1",.,"A",86,"E","100","D"
"20124",2611422,46,2,"1",.,"A",14,"E","110","D"
"20124",2613415,27,0,"1",1,"D",.,"H",,"A"
"20124",2613415,27,1,"1",.,"A",26,"E","100","D"
"20124",2613415,27,2,"1",.,"A",24,"E","110","D"
"20124",2613415,27,3,"1",.,"A",32,"E","120","D"
"20124",2613415,27,4,"1",.,"A",78,"E","130","D"
"20124",2613415,27,5,"1",.,"A",2,"E","140","D"
"20124",2613415,27,6,"1",.,"A",102,"E","150","D"
"20124",2613415,27,7,"1",.,"A",36,"E","190","D"
"20124",2615974,50,0,"1",1,"D",.,"H",,"A"
"20124",2615974,50,1,"1",.,"A",11,"E","120","D"
"20124",2615974,50,2,"1",.,"A",3,"E","140","D"
"20124",2615974,50,3,"1",.,"A",32,"E","150","D"
"20124",2615974,50,4,"1",.,"A",2,"E","170","D"
"20124",2615974,50,5,"1",.,"A",2,"E","190","D"
"20124",2617793,48,0,"1",1,"D",.,"H",,"A"
"20124",2617793,48,1,"1",.,"A",6,"E","100","D"
"20124",2617793,48,2,"1",.,"A",3,"E","110","D"
"20124",2617793,48,3,"1",.,"A",7,"E","120","D"
"20124",2617793,48,4,"1",.,"A",2,"E","140","D"
"20124",2617793,48,5,"1",.,"A",42,"E","150","D"
"20124",2618513,26,0,"1",5,"D",.,"H",,"A"
"20124",2618513,26,1,"1",.,"A",74,"E","100","D"
"20124",2618513,26,2,"1",.,"A",26,"E","110","D"
"20124",2619794,29,0,"1",1,"D",.,"H",,"A"
"20124",2619794,29,1,"1",.,"A",17,"E","100","D"
"20124",2619794,29,2,"1",.,"A",10,"E","110","D"
"20124",2619794,29,3,"1",.,"A",14,"E","120","D"
"20124",2619794,29,4,"1",.,"A",36,"E","130","D"
"20124",2619794,29,5,"1",.,"A",7,"E","140","D"
"20124",2619794,29,6,"1",.,"A",116,"E","150","D"
"20124",2629854,38,0,"1",3,"D",.,"H",,"A"
"20124",2629854,38,1,"1",.,"A",54,"E","120","D"
"20124",2629854,38,2,"1",.,"A",3,"E","140","D"
"20124",2629854,38,3,"1",.,"A",179,"E","150","D"
"20124",2629854,38,4,"1",.,"A",64,"E","190","D"
"20124",2631354,33,0,"1",1,"D",.,"H",,"A"
"20124",2631354,33,1,"1",.,"A",12,"E","100","D"
"20124",2631354,33,2,"1",.,"A",8,"E","110","D"
"20124",2634674,27,0,"1",2,"D",.,"H",,"A"
"20124",2634674,27,1,"1",.,"A",26,"E","100","D"
"20124",2634674,27,2,"1",.,"A",14,"E","110","D"
"20124",2635672,45,0,"1",2,"D",.,"H",,"A"
"20124",2635672,45,1,"1",.,"A",44,"E","100","D"
"20124",2635672,45,2,"1",.,"A",16,"E","110","D"
"20124",2635804,33,0,"1",1,"D",.,"H",,"A"
"20124",2635804,33,1,"1",.,"A",63,"E","100","D"
"20124",2635804,33,2,"1",.,"A",37,"E","110","D"
"20124",2636255,31,0,"1",3,"D",.,"H",,"A"
"20124",2636255,31,1,"1",.,"A",69,"E","100","D"
"20124",2636255,31,2,"1",.,"A",11,"E","110","D"
"20124",2638055,23,0,"1",1,"D",.,"H",,"A"
"20124",2638055,23,1,"1",.,"A",37,"E","100","D"
"20124",2638055,23,2,"1",.,"A",12,"E","110","D"
"20124",2638055,23,3,"1",.,"A",27,"E","200","D"
"20124",2638055,23,4,"1",.,"A",29,"E","210","D"
"20124",2638055,23,5,"1",.,"A",38,"E","220","D"
"20131",2511565,51,0,"1",1,"D",.,"H",,"A"
"20131",2511565,51,1,"1",.,"A",11,"E","120","D"
"20131",2511565,51,2,"1",.,"A",33,"E","150","D"
"20131",2511565,51,3,"1",.,"A",15,"E","160","D"
"20131",2511565,51,4,"1",.,"A",1,"E","190","D"
"20131",2512105,50,0,"1",1,"D",.,"H",,"A"
"20131",2512105,50,1,"1",.,"A",60,"E","100","D"
"20131",2512105,50,2,"1",.,"A",15,"E","110","D"
"20131",2512105,50,3,"1",.,"A",25,"E","120","D"
"20131",2512105,50,4,"1",.,"A",133,"E","130","D"
"20131",2512105,50,5,"1",.,"A",2,"E","140","D"
"20131",2512105,50,6,"1",.,"A",230,"E","150","D"
"20131",2512105,50,7,"1",.,"A",15,"E","160","D"
"20131",2512105,50,8,"1",.,"A",20,"E","190","D"
"20131",2512485,34,0,"1",1,"D",.,"H",,"A"
"20131",2512485,34,1,"1",.,"A",11,"E","120","D"
"20131",2512485,34,2,"1",.,"A",2,"E","140","D"
"20131",2512485,34,3,"1",.,"A",47,"E","150","D"
"20131",2513435,74,0,"1",1,"D",.,"H",,"A"
"20131",2513435,74,1,"1",.,"A",30,"E","100","D"
"20131",2513435,74,2,"1",.,"A",11,"E","110","D"
"20131",2513435,74,3,"1",.,"A",38,"E","120","D"
"20131",2513435,74,4,"1",.,"A",64,"E","130","D"
"20131",2513435,74,5,"1",.,"A",6,"E","140","D"
"20131",2513435,74,6,"1",.,"A",134,"E","150","D"
"20131",2513435,74,7,"1",.,"A",11,"E","190","D"
"20131",2513435,74,8,"1",.,"A",28,"E","200","D"
"20131",2513435,74,9,"1",.,"A",69,"E","210","D"
"20131",2513435,74,10,"1",.,"A",9,"E","220","D"
"20131",2514775,48,0,"1",2,"D",.,"H",,"A"
"20131",2514775,48,1,"1",.,"A",10,"E","200","D"
"20131",2514775,48,2,"1",.,"A",23,"E","210","D"
"20131",2514775,48,3,"1",.,"A",17,"E","220","D"
"20131",2514925,51,0,"1",1,"D",.,"H",,"A"
"20131",2514925,51,1,"1",.,"A",87,"E","100","D"
"20131",2514925,51,2,"1",.,"A",33,"E","110","D"
"20131",2514925,51,3,"1",.,"A",99,"E","120","D"
"20131",2514925,51,4,"1",.,"A",187,"E","130","D"
"20131",2514925,51,5,"1",.,"A",20,"E","140","D"
"20131",2514925,51,6,"1",.,"A",391,"E","150","D"
"20131",2514925,51,7,"1",.,"A",1,"E","160","D"
"20131",2514925,51,8,"1",.,"A",32,"E","190","D"
"20131",2514995,67,0,"1",1,"D",.,"H",,"A"
"20131",2514995,67,1,"1",.,"A",709,"E","100","D"
"20131",2514995,67,2,"1",.,"A",191,"E","110","D"
"20131",2517295,82,0,"1",1,"D",.,"H",,"A"
"20131",2517295,82,1,"1",.,"A",103,"E","100","D"
"20131",2517295,82,2,"1",.,"A",20,"E","110","D"
"20131",2517295,82,3,"1",.,"A",116,"E","120","D"
"20131",2517295,82,4,"1",.,"A",8,"E","140","D"
"20131",2517295,82,5,"1",.,"A",492,"E","150","D"
"20131",2517295,82,6,"1",.,"A",234,"E","160","D"
"20131",2517295,82,7,"1",.,"A",27,"E","190","D"
"20131",2518975,60,0,"1",1,"D",.,"H",,"A"
"20131",2518975,60,1,"1",.,"A",101,"E","100","D"
"20131",2518975,60,2,"1",.,"A",41,"E","110","D"
"20131",2518975,60,3,"1",.,"A",94,"E","200","D"
"20131",2518975,60,4,"1",.,"A",233,"E","210","D"
"20131",2518975,60,5,"1",.,"A",31,"E","220","D"
"20131",2519205,59,0,"1",3,"D",.,"H",,"A"
"20131",2519205,59,1,"1",.,"A",35,"E","100","D"
"20131",2519205,59,2,"1",.,"A",8,"E","110","D"
"20131",2519205,59,3,"1",.,"A",13,"E","120","D"
"20131",2519205,59,4,"1",.,"A",1,"E","140","D"
"20131",2519205,59,5,"1",.,"A",125,"E","150","D"
"20131",2519205,59,6,"1",.,"A",8,"E","160","D"
"20131",2519205,59,7,"1",.,"A",10,"E","190","D"
"20131",2520345,64,0,"1",1,"D",.,"H",,"A"
"20131",2520345,64,1,"1",.,"A",29,"E","200","D"
"20131",2520345,64,2,"1",.,"A",70,"E","210","D"
"20131",2520345,64,3,"1",.,"A",9,"E","220","D"
"20131",2522165,53,0,"1",2,"D",.,"H",,"A"
"20131",2522165,53,1,"1",.,"A",63,"E","100","D"
"20131",2522165,53,2,"1",.,"A",37,"E","110","D"
"20131",2523675,71,0,"1",2,"D",.,"H",,"A"
"20131",2523675,71,1,"1",.,"A",12,"E","120","D"
"20131",2523675,71,2,"1",.,"A",1,"E","140","D"
"20131",2523675,71,3,"1",.,"A",120,"E","150","D"
"20131",2523675,71,4,"1",.,"A",7,"E","160","D"
"20131",2523675,71,5,"1",.,"A",10,"E","190","D"
"20131",2523795,122,0,"1",7,"D",.,"H",,"A"
"20131",2523795,122,1,"1",.,"A",158,"E","100","D"
"20131",2523795,122,2,"1",.,"A",42,"E","110","D"
"20131",2524825,54,0,"1",6,"D",.,"H",,"A"
"20131",2524825,54,1,"1",.,"A",145,"E","100","D"
"20131",2524825,54,2,"1",.,"A",55,"E","110","D"
"20131",2526395,74,0,"1",2,"D",.,"H",,"A"
"20131",2526395,74,1,"1",.,"A",19,"E","100","D"
"20131",2526395,74,2,"1",.,"A",6,"E","110","D"
"20131",2527115,43,0,"1",1,"D",.,"H",,"A"
"20131",2527115,43,1,"1",.,"A",91,"E","100","D"
"20131",2527115,43,2,"1",.,"A",50,"E","110","D"
"20131",2527115,43,3,"1",.,"A",60,"E","120","D"
"20131",2527115,43,4,"1",.,"A",12,"E","140","D"
"20131",2527115,43,5,"1",.,"A",142,"E","150","D"
"20131",2527115,43,6,"1",.,"A",24,"E","160","D"
"20131",2527115,43,7,"1",.,"A",67,"E","190","D"
"20131",2527115,43,8,"1",.,"A",114,"E","200","D"
"20131",2527115,43,9,"1",.,"A",40,"E","210","D"
"20131",2528305,73,0,"1",1,"D",.,"H",,"A"
"20131",2528305,73,1,"1",.,"A",10,"E","200","D"
"20131",2528305,73,2,"1",.,"A",25,"E","210","D"
"20131",2528305,73,3,"1",.,"A",5,"E","220","D"
"20131",2529225,72,0,"1",1,"D",.,"H",,"A"
"20131",2529225,72,1,"1",.,"A",37,"E","100","D"
"20131",2529225,72,2,"1",.,"A",14,"E","110","D"
"20131",2529225,72,3,"1",.,"A",48,"E","120","D"
"20131",2529225,72,4,"1",.,"A",81,"E","130","D"
"20131",2529225,72,5,"1",.,"A",8,"E","140","D"
"20131",2529225,72,6,"1",.,"A",169,"E","150","D"
"20131",2529225,72,7,"1",.,"A",13,"E","190","D"
"20131",2529685,63,0,"1",1,"D",.,"H",,"A"
"20131",2529685,63,1,"1",.,"A",102,"E","100","D"
"20131",2529685,63,2,"1",.,"A",80,"E","110","D"
"20131",2529685,63,3,"1",.,"A",104,"E","120","D"
"20131",2529685,63,4,"1",.,"A",15,"E","140","D"
"20131",2529685,63,5,"1",.,"A",567,"E","150","D"
"20131",2529685,63,6,"1",.,"A",32,"E","190","D"
"20131",2531355,57,0,"1",1,"D",.,"H",,"A"
"20131",2531355,57,1,"1",.,"A",50,"E","100","D"
"20131",2531355,57,2,"1",.,"A",18,"E","110","D"
"20131",2531355,57,3,"1",.,"A",44,"E","200","D"
"20131",2531355,57,4,"1",.,"A",110,"E","210","D"
"20131",2531355,57,5,"1",.,"A",14,"E","220","D"
"20131",2531655,42,0,"1",1,"D",.,"H",,"A"
"20131",2531655,42,1,"1",.,"A",25,"E","100","D"
"20131",2531655,42,2,"1",.,"A",5,"E","110","D"
"20131",2532415,63,0,"1",1,"D",.,"H",,"A"
"20131",2532415,63,1,"1",.,"A",10,"E","100","D"
"20131",2532415,63,2,"1",.,"A",5,"E","110","D"
"20131",2532975,48,0,"1",1,"D",.,"H",,"A"
"20131",2532975,48,1,"1",.,"A",156,"E","100","D"
"20131",2532975,48,2,"1",.,"A",94,"E","110","D"
"20131",2532975,48,3,"1",.,"A",108,"E","120","D"
"20131",2532975,48,4,"1",.,"A",22,"E","140","D"
"20131",2532975,48,5,"1",.,"A",255,"E","150","D"
"20131",2532975,48,6,"1",.,"A",43,"E","160","D"
"20131",2532975,48,7,"1",.,"A",122,"E","190","D"
"20131",2534805,70,0,"1",3,"D",.,"H",,"A"
"20131",2534805,70,1,"1",.,"A",52,"E","100","D"
"20131",2534805,70,2,"1",.,"A",14,"E","110","D"
"20131",2535925,32,0,"1",1,"D",.,"H",,"A"
"20131",2535925,32,1,"1",.,"A",384,"E","100","D"
"20131",2535925,32,2,"1",.,"A",312,"E","110","D"
"20131",2535925,32,3,"1",.,"A",411,"E","120","D"
"20131",2535925,32,4,"1",.,"A",59,"E","140","D"
"20131",2535925,32,5,"1",.,"A",2207,"E","150","D"
"20131",2535925,32,6,"1",.,"A",127,"E","190","D"
"20131",2538175,57,0,"1",2,"D",.,"H",,"A"
"20131",2538175,57,1,"1",.,"A",4,"E","100","D"
"20131",2538175,57,2,"1",.,"A",1,"E","110","D"
"20131",2538175,57,3,"1",.,"A",3,"E","130","D"
"20131",2538175,57,4,"1",.,"A",2,"E","200","D"
"20131",2538495,80,0,"1",1,"D",.,"H",,"A"
"20131",2538495,80,1,"1",.,"A",40,"E","100","D"
"20131",2538495,80,2,"1",.,"A",12,"E","110","D"
"20131",2538495,80,3,"1",.,"A",38,"E","120","D"
"20131",2538495,80,4,"1",.,"A",72,"E","130","D"
"20131",2538495,80,5,"1",.,"A",7,"E","140","D"
"20131",2538495,80,6,"1",.,"A",151,"E","150","D"
"20131",2538495,80,7,"1",.,"A",12,"E","190","D"
"20131",2538495,80,8,"1",.,"A",31,"E","200","D"
"20131",2538495,80,9,"1",.,"A",77,"E","210","D"
"20131",2538495,80,10,"1",.,"A",10,"E","220","D"
"20131",2538795,47,0,"1",1,"D",.,"H",,"A"
"20131",2538795,47,1,"1",.,"A",111,"E","100","D"
"20131",2538795,47,2,"1",.,"A",89,"E","110","D"
"20131",2539745,80,0,"1",1,"D",.,"H",,"A"
"20131",2539745,80,1,"1",.,"A",73,"E","100","D"
"20131",2539745,80,2,"1",.,"A",27,"E","110","D"
"20131",2539965,83,0,"1",2,"D",.,"H",,"A"
"20131",2539965,83,1,"1",.,"A",9,"E","200","D"
"20131",2539965,83,2,"1",.,"A",18,"E","210","D"
"20131",2539965,83,3,"1",.,"A",13,"E","220","D"
"20131",2543995,60,0,"1",1,"D",.,"H",,"A"
"20131",2543995,60,1,"1",.,"A",4,"E","100","D"
"20131",2543995,60,2,"1",.,"A",8,"E","200","D"
"20131",2543995,60,3,"1",.,"A",5,"E","210","D"
"20131",2544585,42,0,"1",1,"D",.,"H",,"A"
"20131",2544585,42,1,"1",.,"A",17,"E","200","D"
"20131",2544585,42,2,"1",.,"A",13,"E","210","D"
"20131",2545225,70,0,"1",2,"D",.,"H",,"A"
"20131",2545225,70,1,"1",.,"A",39,"E","120","D"
"20131",2545225,70,2,"1",.,"A",7,"E","140","D"
"20131",2545225,70,3,"1",.,"A",143,"E","150","D"
"20131",2545225,70,4,"1",.,"A",11,"E","190","D"
"20131",2546204,69,0,"1",1,"D",.,"H",,"A"
"20131",2546204,69,1,"1",.,"A",3,"E","100","D"
"20131",2546204,69,2,"1",.,"A",1,"E","120","D"
"20131",2546204,69,3,"1",.,"A",18,"E","150","D"
"20131",2546204,69,4,"1",.,"A",1,"E","190","D"
"20131",2546554,33,0,"1",1,"D",.,"H",,"A"
"20131",2546554,33,1,"1",.,"A",4,"E","100","D"
"20131",2546554,33,2,"1",.,"A",6,"E","120","D"
"20131",2546554,33,3,"1",.,"A",3,"E","130","D"
"20131",2546554,33,4,"1",.,"A",5,"E","150","D"
"20131",2546554,33,5,"1",.,"A",1,"E","160","D"
"20131",2546554,33,6,"1",.,"A",1,"E","190","D"
"20131",2548624,73,0,"1",1,"D",.,"H",,"A"
"20131",2548624,73,1,"1",.,"A",47,"E","100","D"
"20131",2548624,73,2,"1",.,"A",16,"E","110","D"
"20131",2548624,73,3,"1",.,"A",20,"E","120","D"
"20131",2548624,73,4,"1",.,"A",1,"E","140","D"
"20131",2548624,73,5,"1",.,"A",188,"E","150","D"
"20131",2548624,73,6,"1",.,"A",12,"E","160","D"
"20131",2548624,73,7,"1",.,"A",16,"E","190","D"
"20131",2549994,69,0,"1",1,"D",.,"H",,"A"
"20131",2549994,69,1,"1",.,"A",18,"E","120","D"
"20131",2549994,69,2,"1",.,"A",1,"E","140","D"
"20131",2549994,69,3,"1",.,"A",171,"E","150","D"
"20131",2549994,69,4,"1",.,"A",11,"E","160","D"
"20131",2549994,69,5,"1",.,"A",14,"E","190","D"
"20131",2549994,69,6,"1",.,"A",15,"E","200","D"
"20131",2549994,69,7,"1",.,"A",42,"E","210","D"
"20131",2549994,69,8,"1",.,"A",28,"E","220","D"
"20131",2550734,46,0,"1",1,"D",.,"H",,"A"
"20131",2550734,46,1,"1",.,"A",588,"E","100","D"
"20131",2550734,46,2,"1",.,"A",257,"E","110","D"
"20131",2550734,46,3,"1",.,"A",358,"E","120","D"
"20131",2550734,46,4,"1",.,"A",1308,"E","130","D"
"20131",2550734,46,5,"1",.,"A",14,"E","140","D"
"20131",2550734,46,6,"1",.,"A",1475,"E","150","D"
"20131",2551664,39,0,"1",1,"D",.,"H",,"A"
"20131",2551664,39,1,"1",.,"A",49,"E","120","D"
"20131",2551664,39,2,"1",.,"A",2,"E","140","D"
"20131",2551664,39,3,"1",.,"A",202,"E","150","D"
"20131",2552614,37,0,"1",4,"D",.,"H",,"A"
"20131",2552614,37,1,"1",.,"A",72,"E","120","D"
"20131",2552614,37,2,"1",.,"A",10,"E","140","D"
"20131",2552614,37,3,"1",.,"A",396,"E","150","D"
"20131",2552614,37,4,"1",.,"A",22,"E","190","D"
"20131",2553334,55,0,"1",1,"D",.,"H",,"A"
"20131",2553334,55,1,"1",.,"A",145,"E","100","D"
"20131",2553334,55,2,"1",.,"A",55,"E","110","D"
"20131",2553844,53,0,"1",1,"D",.,"H",,"A"
"20131",2553844,53,1,"1",.,"A",10,"E","200","D"
"20131",2553844,53,2,"1",.,"A",23,"E","210","D"
"20131",2553844,53,3,"1",.,"A",17,"E","220","D"
"20131",2554864,33,0,"1",1,"D",.,"H",,"A"
"20131",2554864,33,1,"1",.,"A",8,"E","120","D"
"20131",2554864,33,2,"1",.,"A",3,"E","140","D"
"20131",2554864,33,3,"1",.,"A",78,"E","150","D"
"20131",2554864,33,4,"1",.,"A",5,"E","160","D"
"20131",2554864,33,5,"1",.,"A",6,"E","190","D"
"20131",2555524,61,0,"1",1,"D",.,"H",,"A"
"20131",2555524,61,1,"1",.,"A",20,"E","100","D"
"20131",2555524,61,2,"1",.,"A",15,"E","110","D"
"20131",2555724,67,0,"1",1,"D",.,"H",,"A"
"20131",2555724,67,1,"1",.,"A",35,"E","100","D"
"20131",2555724,67,2,"1",.,"A",23,"E","110","D"
"20131",2555724,67,3,"1",.,"A",24,"E","120","D"
"20131",2555724,67,4,"1",.,"A",5,"E","140","D"
"20131",2555724,67,5,"1",.,"A",57,"E","150","D"
"20131",2555724,67,6,"1",.,"A",9,"E","160","D"
"20131",2555724,67,7,"1",.,"A",27,"E","190","D"
"20131",2555884,31,0,"1",1,"D",.,"H",,"A"
"20131",2555884,31,1,"1",.,"A",451,"E","100","D"
"20131",2555884,31,2,"1",.,"A",92,"E","110","D"
"20131",2555884,31,3,"1",.,"A",522,"E","120","D"
"20131",2555884,31,4,"1",.,"A",1524,"E","130","D"
"20131",2555884,31,5,"1",.,"A",38,"E","140","D"
"20131",2555884,31,6,"1",.,"A",2203,"E","150","D"
"20131",2555884,31,7,"1",.,"A",1048,"E","160","D"
"20131",2555884,31,8,"1",.,"A",122,"E","190","D"
"20131",2556224,44,0,"1",1,"D",.,"H",,"A"
"20131",2556224,44,1,"1",.,"A",11,"E","100","D"
"20131",2556224,44,2,"1",.,"A",2,"E","110","D"
"20131",2556224,44,3,"1",.,"A",9,"E","120","D"
"20131",2556224,44,4,"1",.,"A",1,"E","140","D"
"20131",2556224,44,5,"1",.,"A",15,"E","150","D"
"20131",2556224,44,6,"1",.,"A",4,"E","160","D"
"20131",2556224,44,7,"1",.,"A",4,"E","190","D"
"20131",2556804,37,0,"1",1,"D",.,"H",,"A"
"20131",2556804,37,1,"1",.,"A",25,"E","100","D"
"20131",2556804,37,2,"1",.,"A",5,"E","110","D"
"20131",2558134,50,0,"1",1,"D",.,"H",,"A"
"20131",2558134,50,1,"1",.,"A",25,"E","100","D"
"20131",2558134,50,2,"1",.,"A",5,"E","110","D"
"20131",2558134,50,3,"1",.,"A",13,"E","120","D"
"20131",2558134,50,4,"1",.,"A",2,"E","140","D"
"20131",2558134,50,5,"1",.,"A",34,"E","150","D"
"20131",2558134,50,6,"1",.,"A",10,"E","160","D"
"20131",2558134,50,7,"1",.,"A",10,"E","190","D"
"20131",2558134,50,8,"1",.,"A",15,"E","200","D"
"20131",2558134,50,9,"1",.,"A",21,"E","210","D"
"20131",2558134,50,10,"1",.,"A",15,"E","220","D"
"20131",2558794,103,0,"1",1,"D",.,"H",,"A"
"20131",2558794,103,1,"1",.,"A",11,"E","200","D"
"20131",2558794,103,2,"1",.,"A",29,"E","210","D"
"20131",2558794,103,3,"1",.,"A",20,"E","220","D"
"20131",2559074,43,0,"1",2,"D",.,"H",,"A"
"20131",2559074,43,1,"1",.,"A",1326,"E","200","D"
"20131",2559074,43,2,"1",.,"A",474,"E","210","D"
"20131",2559084,81,0,"1",1,"D",.,"H",,"A"
"20131",2559084,81,1,"1",.,"A",94,"E","100","D"
"20131",2559084,81,2,"1",.,"A",25,"E","110","D"
"20131",2559084,81,3,"1",.,"A",33,"E","200","D"
"20131",2559084,81,4,"1",.,"A",84,"E","210","D"
"20131",2559084,81,5,"1",.,"A",64,"E","220","D"
"20131",2559184,48,0,"1",1,"D",.,"H",,"A"
"20131",2559184,48,1,"1",.,"A",58,"E","100","D"
"20131",2559184,48,2,"1",.,"A",21,"E","110","D"
"20131",2559184,48,3,"1",.,"A",121,"E","130","D"
"20131",2559624,44,0,"1",1,"D",.,"H",,"A"
"20131",2559624,44,1,"1",.,"A",141,"E","100","D"
"20131",2559624,44,2,"1",.,"A",53,"E","110","D"
"20131",2559624,44,3,"1",.,"A",308,"E","130","D"
"20131",2559624,44,4,"1",.,"A",131,"E","200","D"
"20131",2559624,44,5,"1",.,"A",324,"E","210","D"
"20131",2559624,44,6,"1",.,"A",43,"E","220","D"
"20131",2561134,63,0,"1",1,"D",.,"H",,"A"
"20131",2561134,63,1,"1",.,"A",47,"E","100","D"
"20131",2561134,63,2,"1",.,"A",25,"E","110","D"
"20131",2561134,63,3,"1",.,"A",58,"E","200","D"
"20131",2561134,63,4,"1",.,"A",20,"E","210","D"
"20131",2561844,62,0,"1",1,"D",.,"H",,"A"
"20131",2561844,62,1,"1",.,"A",95,"E","100","D"
"20131",2561844,62,2,"1",.,"A",40,"E","110","D"
"20131",2561844,62,3,"1",.,"A",204,"E","130","D"
"20131",2561844,62,4,"1",.,"A",78,"E","200","D"
"20131",2561844,62,5,"1",.,"A",97,"E","210","D"
"20131",2561844,62,6,"1",.,"A",107,"E","220","D"
"20131",2561874,57,0,"1",1,"D",.,"H",,"A"
"20131",2561874,57,1,"1",.,"A",83,"E","200","D"
"20131",2561874,57,2,"1",.,"A",67,"E","210","D"
"20131",2562074,40,0,"1",1,"D",.,"H",,"A"
"20131",2562074,40,1,"1",.,"A",25,"E","100","D"
"20131",2562074,40,2,"1",.,"A",9,"E","110","D"
"20131",2562074,40,3,"1",.,"A",33,"E","120","D"
"20131",2562074,40,4,"1",.,"A",55,"E","130","D"
"20131",2562074,40,5,"1",.,"A",5,"E","140","D"
"20131",2562074,40,6,"1",.,"A",114,"E","150","D"
"20131",2562074,40,7,"1",.,"A",9,"E","190","D"
"20131",2562494,36,0,"1",1,"D",.,"H",,"A"
"20131",2562494,36,1,"1",.,"A",80,"E","100","D"
"20131",2562494,36,2,"1",.,"A",35,"E","110","D"
"20131",2562494,36,3,"1",.,"A",48,"E","120","D"
"20131",2562494,36,4,"1",.,"A",180,"E","130","D"
"20131",2562494,36,5,"1",.,"A",2,"E","140","D"
"20131",2562494,36,6,"1",.,"A",206,"E","150","D"
"20131",2562494,36,7,"1",.,"A",69,"E","200","D"
"20131",2562494,36,8,"1",.,"A",86,"E","210","D"
"20131",2562494,36,9,"1",.,"A",94,"E","220","D"
"20131",2565174,55,0,"1",1,"D",.,"H",,"A"
"20131",2565174,55,1,"1",.,"A",138,"E","100","D"
"20131",2565174,55,2,"1",.,"A",80,"E","110","D"
"20131",2565174,55,3,"1",.,"A",95,"E","120","D"
"20131",2565174,55,4,"1",.,"A",294,"E","130","D"
"20131",2565174,55,5,"1",.,"A",20,"E","140","D"
"20131",2565174,55,6,"1",.,"A",228,"E","150","D"
"20131",2565174,55,7,"1",.,"A",38,"E","160","D"
"20131",2565174,55,8,"1",.,"A",107,"E","190","D"
"20131",2567084,77,0,"1",1,"D",.,"H",,"A"
"20131",2567084,77,1,"1",.,"A",14,"E","100","D"
"20131",2567084,77,2,"1",.,"A",6,"E","110","D"
"20131",2568354,63,0,"1",1,"D",.,"H",,"A"
"20131",2568354,63,1,"1",.,"A",95,"E","100","D"
